"numgainrex","codesolution","coderex","gainfinanciergainrex","codemonnaiegainrex","codeperiodeeconomie","energiegainrex","uniteenergiegainrex","codeperiodeenergie","gesgainrex","minigainrex","maxigainrex","moyengainrex","reelgainrex","trireelgainrex","trimingainrex","trimaxgainrex","codelicense"
"3110","488","1223","NULL","1","1","22000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3135","488","1615","NULL","1","3","58562.0","2","1","95.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3159","488","134","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3606","488","139","8913.0","3","3","155000.0","5","1","96.0","NULL","NULL","NULL","NULL","2.2","NULL","NULL","3"
"3660","488","540","6044289.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.4","NULL","NULL","3"
"3663","488","738","43360000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","0.7","1.08","NULL","NULL","3"
"3719","488","657","57000.0","12","3","273936.0","5","1","NULL","NULL","NULL","NULL","NULL","0.88","NULL","NULL","3"
"3720","488","657","62000.0","12","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","6.5","NULL","NULL","3"
"3733","488","1576","6000.0","3","3","200000.0","5","1","167.0","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3769","488","1205","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3779","488","763","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3780","488","763","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3787","488","753","1500000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.75","NULL","NULL","3"
"3808","488","727","9100000.0","7","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"3828","488","1991","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3842","488","168","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3904","488","163","75000.0","3","3","3000.0","12","1","1854.0","NULL","NULL","NULL","NULL","2.3","NULL","NULL","3"
"3936","488","696","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3976","488","1192","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3977","488","1213","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3985","488","1247","14777.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","11.7","NULL","NULL","3"
"3990","488","1608","NULL","1","3","562176.0","2","1","2.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4003","488","1988","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4006","488","677","14000000.0","3","1","NULL","1","1","NULL","0.02","0.1","NULL","NULL","NULL","NULL","NULL","3"
"4007","488","677","NULL","1","4","305.0","11","1","38000.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4020","488","1216","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4027","488","1531","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4057","488","551","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4062","488","540","26850000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"4070","488","447","15337.0","2","3","NULL","1","1","300.0","NULL","NULL","NULL","NULL","7.0","NULL","NULL","3"
"4073","488","449","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4074","488","1236","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"4075","488","2095","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","5.0","NULL","NULL","3"
"21","490","36","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"529","500","57","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"982","500","56","143380.0","5","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.33","NULL","NULL","3"
"1163","500","40","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1302","500","1810","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1311","500","1816","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1328","500","1830","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1338","500","1861","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1346","500","1880","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1367","500","1894","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1374","500","1932","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1385","500","1935","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1406","500","156","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1711","500","662","238000.0","3","3","6800000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1720","500","668","NULL","1","3","150000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1776","500","820","61800.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.7","NULL","NULL","3"
"1811","500","825","25000.0","3","3","200.0","12","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"2125","500","2058","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2256","500","1255","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2270","500","1277","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2646","500","1751","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2677","500","1766","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2692","500","1805","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2697","500","1829","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2711","500","1866","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3109","500","1223","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3185","500","137","14880.0","3","3","254523.0","5","1","184028.0","NULL","NULL","NULL","NULL","0.08","NULL","NULL","3"
"3674","500","1353","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3870","500","539","704000.0","7","3","302000.0","5","1","NULL","NULL","NULL","NULL","NULL","1.42","NULL","NULL","3"
"796","503","482","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1316","503","1820","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1329","503","1838","9620.0","3","3","37.0","12","3","NULL","NULL","NULL","NULL","NULL","1.7","NULL","NULL","3"
"1331","503","1841","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2291","503","1275","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3490","503","1244","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3796","503","575","153000.0","7","3","51000.0","5","1","NULL","NULL","NULL","NULL","NULL","0.25","NULL","NULL","3"
"3799","503","1750","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3895","503","164","4310.0","3","3","50.0","12","1","27.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3946","503","761","4000.0","4","3","1000000.0","7","1","50.0","NULL","NULL","NULL","NULL","0.17","NULL","NULL","3"
"3965","503","530","637000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.58","NULL","NULL","3"
"3978","503","1247","3994.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","0.3941","NULL","NULL","NULL","3"
"4029","503","1531","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1852","504","649","NULL","1","3","1400.0","12","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1871","504","714","17600.0","3","3","151113.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3386","504","1754","103736.0","3","3","3350000.0","16","1","NULL","NULL","NULL","NULL","0.12","0.0","NULL","NULL","3"
"3474","504","617","NULL","1","3","346000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"6","508","12","105000.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.3","NULL","NULL","3"
"2149","508","2069","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1332","512","1841","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2065","513","2053","46380.0","2","3","873.0","12","1","134.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2780","515","718","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2436","531","698","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2437","531","707","27600.0","3","3","1272000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2459","531","630","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2469","531","631","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2475","531","585","26600.0","7","3","7603.0","5","1","NULL","0.12","0.15","NULL","NULL","2.23","NULL","NULL","3"
"2542","531","849","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2668","531","1451","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2680","531","1555","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2957","531","1422","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3012","531","1780","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7.0","3"
"3514","531","1775","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3553","531","1794","NULL","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"683","543","426","231.0","2","1","NULL","1","1","NULL","NULL","NULL","NULL","0.15","NULL","NULL","NULL","3"
"2206","543","1224","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2344","543","1264","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2383","543","1271","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2748","543","692","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2765","543","1217","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2766","543","1262","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2870","543","1786","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2902","543","621","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2953","543","1239","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2965","543","731","150000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.3","NULL","NULL","3"
"2973","543","1442","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3083","543","502","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2388","544","1240","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2417","544","600","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.2","NULL","NULL","NULL","3"
"2673","544","1451","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2967","544","1440","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3013","544","1780","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3167","544","1802","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1753","547","1475","NULL","1","1","NULL","1","1","1580.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1756","547","1476","NULL","1","1","NULL","1","1","30.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1759","547","1951","NULL","1","1","NULL","1","1","3800.0","NULL","NULL","NULL","NULL","NULL","8.0","12.0","3"
"43","553","21","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.68","NULL","NULL","NULL","3"
"433","553","177","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"502","553","344","NULL","2","3","NULL","15","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"613","553","388","1216000.0","2","3","NULL","1","1","22200.0","NULL","NULL","NULL","NULL","NULL","5.0","7.0","3"
"615","553","390","4000.0","2","3","116.3","12","3","25.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"619","553","379","NULL","1","1","NULL","1","1","4000.0","NULL","NULL","NULL","NULL","7.0","NULL","NULL","3"
"629","553","398","NULL","1","1","1000.0","14","3","2500.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"630","553","398","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.22","NULL","NULL","NULL","3"
"631","553","399","NULL","1","1","1100.0","14","3","4164.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"632","553","400","NULL","1","1","1950.0","14","3","6390.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"633","553","401","15000.0","2","3","40.0","14","3","130.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"634","553","402","NULL","1","1","1150.0","14","3","2750.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"635","553","402","NULL","1","1","NULL","1","1","NULL","0.15","0.2","NULL","NULL","NULL","NULL","NULL","3"
"636","553","403","NULL","1","1","4420.0","14","3","12280.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"637","553","403","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.3","NULL","NULL","NULL","3"
"638","553","404","NULL","1","1","107.0","14","3","341.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"639","553","405","NULL","1","1","410.0","15","3","1370.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"640","553","405","NULL","1","1","420.0","12","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"641","553","406","NULL","1","1","300.0","14","3","1000.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"642","553","406","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.16","NULL","NULL","NULL","3"
"643","553","407","NULL","1","3","575.0","14","3","1380.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"644","553","408","NULL","1","1","415.0","1","1","1000.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"645","553","408","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.1","NULL","NULL","NULL","3"
"646","553","409","NULL","1","1","6125.0","14","3","16000.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"647","553","409","NULL","1","1","7673.0","14","3","19870.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"722","553","107","NULL","1","1","2328.0","2","1","164.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"815","553","473","72576.0","6","1","200.0","12","3","502.0","NULL","NULL","NULL","NULL","3.7","NULL","NULL","3"
"859","553","492","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"899","553","446","NULL","1","1","18000.0","7","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1008","553","94","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1682","553","1609","NULL","1","1","1468130.0","1","1","200.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1731","553","1465","NULL","1","1","NULL","1","1","180.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1793","553","1959","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1812","553","1962","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2080","553","2054","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2778","553","1729","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2931","553","505","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3039","553","808","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3118","553","1478","1140.0","6","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"3124","553","1763","4500000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3187","553","1314","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3189","553","1315","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3191","553","1319","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3193","553","1321","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3195","553","1322","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3197","553","1323","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3199","553","1324","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3202","553","1325","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3205","553","1326","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3207","553","1327","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3212","553","1316","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3215","553","1328","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3217","553","1330","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3219","553","1331","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3221","553","1332","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3223","553","1333","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3225","553","1335","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3227","553","1336","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3229","553","1338","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3231","553","1339","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3233","553","1340","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3236","553","1341","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3238","553","1342","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3240","553","1343","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3242","553","1344","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3244","553","1345","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3246","553","1346","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3249","553","1347","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3251","553","1348","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3253","553","1349","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3257","553","1373","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3259","553","1374","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3261","553","1375","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3264","553","1376","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3266","553","1377","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3268","553","1378","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3270","553","1382","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3281","553","1383","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3283","553","1384","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3285","553","1385","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3287","553","1386","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3289","553","1387","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3291","553","1388","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3293","553","1389","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3305","553","1320","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3307","553","1395","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3309","553","1393","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3311","553","1394","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3313","553","1392","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3315","553","1391","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3317","553","1390","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3319","553","1396","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3321","553","1397","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3323","553","1398","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3325","553","1399","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3327","553","1403","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3329","553","1404","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3331","553","1405","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3333","553","1406","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3335","553","1407","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3337","553","1408","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3339","553","1409","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3341","553","1410","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3343","553","1411","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3345","553","1412","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3347","553","1413","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3349","553","1414","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3351","553","1415","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3353","553","1419","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3354","553","1178","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3372","553","1201","NULL","1","1","NULL","1","1","1000.0","NULL","NULL","NULL","NULL","17.0","NULL","45.0","3"
"3374","553","1202","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3375","553","1203","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
