"numgainrex","codesolution","coderex","gainfinanciergainrex","codemonnaiegainrex","codeperiodeeconomie","energiegainrex","uniteenergiegainrex","codeperiodeenergie","gesgainrex","minigainrex","maxigainrex","moyengainrex","reelgainrex","trireelgainrex","trimingainrex","trimaxgainrex","codelicense"
"844","1002","486","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.5","NULL","NULL","3"
"1749","1002","674","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1820","1002","825","250000.0","3","3","5000.0","12","1","NULL","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"2015","1002","665","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2184","1002","864","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"856","1004","471","4085.0","6","3","331.0","12","3","16.2","NULL","NULL","NULL","NULL","2.5","NULL","NULL","3"
"868","1008","519","5000.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"880","1011","508","66620.0","2","3","1575.0","12","3","NULL","NULL","NULL","NULL","0.83","0.7","NULL","NULL","3"
"1498","1011","162","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2784","1011","724","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2793","1011","1682","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3477","1011","617","NULL","1","3","114000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3706","1011","1368","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.13","NULL","NULL","NULL","3"
"4077","1011","2095","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.0","NULL","NULL","3"
"4105","1011","2102","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"895","1013","119","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.2","NULL","NULL","NULL","3"
"896","1014","119","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.74","NULL","NULL","NULL","3"
"1235","1014","1577","32820.0","3","3","275340.0","5","3","NULL","NULL","NULL","NULL","NULL","0.9","NULL","NULL","3"
"902","1017","97","6715.0","3","3","16500.0","7","3","28.5","NULL","NULL","NULL","NULL","0.33","NULL","NULL","3"
"1137","1017","1752","106200.0","3","3","15170.0","11","3","NULL","NULL","NULL","NULL","NULL","2.4","NULL","NULL","3"
"1586","1017","1686","NULL","1","3","112268.0","2","1","7977.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2791","1017","1683","NULL","1","4","10000.0","9","1","6900.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3711","1017","532","412000.0","7","3","63000.0","7","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3848","1017","1828","286540.0","3","3","10483.0","11","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3973","1017","762","67000.0","3","3","NULL","1","1","834.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"903","1018","97","1567.0","3","3","11880.0","5","3","11.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"905","1020","99","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1761","1020","817","6100000.0","3","3","6000000.0","1","1","NULL","NULL","NULL","NULL","NULL","0.9","NULL","NULL","3"
"1949","1020","839","465509.0","3","3","2721360.0","12","1","NULL","NULL","NULL","NULL","NULL","0.8","NULL","NULL","3"
"2078","1020","851","11800.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2233","1020","1226","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3399","1020","1755","587500.0","3","3","1094.0","11","1","NULL","NULL","NULL","NULL","NULL","0.4","NULL","NULL","3"
"3806","1020","728","2830000.0","7","3","8102621.0","5","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"906","1021","99","12000.0","2","3","70000.0","15","1","NULL","NULL","NULL","NULL","NULL","1.2","NULL","NULL","3"
"746","1022","100","7600.0","3","3","38000.0","7","3","114.0","NULL","NULL","NULL","NULL","7.2","NULL","NULL","3"
"969","1022","108","2791.0","3","3","150.0","15","1","NULL","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"973","1022","124","7700.0","3","3","290.0","15","3","NULL","NULL","NULL","NULL","NULL","3.6","NULL","NULL","3"
"988","1022","383","86910.0","2","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"993","1022","63","NULL","1","1","33000.0","2","3","3585.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1020","1022","395","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1124","1022","1906","161000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","18.6","NULL","NULL","3"
"1524","1022","775","NULL","1","3","73760.0","2","1","6321.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2168","1022","2071","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"910","1027","85","1900000.0","3","3","274000.0","11","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"912","1028","85","6000000.0","3","3","851000.0","11","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2588","1028","658","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"914","1029","104","23334.0","3","3","NULL","1","1","1400.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"915","1030","105","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"916","1030","105","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.3","NULL","NULL","NULL","3"
"1483","1031","98","22315.0","3","3","98400.0","7","3","303.0","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"1493","1031","162","366624.0","3","3","106199.0","15","3","311163.0","NULL","NULL","NULL","NULL","0.5","NULL","NULL","3"
"2575","1031","658","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3999","1031","1988","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1082","1032","1765","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3785","1032","754","22150000.0","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.5","NULL","NULL","3"
"929","1035","50","709000.0","3","3","88000.0","11","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1390","1035","1937","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1707","1035","662","273000.0","3","3","46000.0","11","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"1728","1035","670","386850.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2083","1035","851","55500.0","3","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.3","NULL","NULL","3"
"2093","1035","851","27150.0","3","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.2","NULL","NULL","3"
"2130","1035","2061","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2155","1035","2070","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3680","1035","1354","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"931","1036","50","1100000.0","3","3","138000.0","11","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3050","1039","1848","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"946","1044","178","12000.0","3","3","109500.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"950","1047","178","89000.0","3","3","806700.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2237","1047","1235","35121.0","3","3","524187.0","5","1","NULL","NULL","NULL","NULL","NULL","1.5","NULL","NULL","3"
"955","1050","179","13000.0","3","3","112.0","12","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2162","1050","2071","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3580","1050","132","668.0","3","3","7740.0","5","1","6.91","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"959","1051","179","17000.0","3","2","150.0","12","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"965","1053","180","30000.0","3","3","254700.0","5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"590","1055","378","106000.0","2","1","5300.0","12","3","1000.0","NULL","NULL","NULL","0.28","3.0","NULL","NULL","3"
"1249","1055","1579","577.0","3","3","24.0","11","3","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"1251","1055","1579","459.0","3","3","28.0","11","3","NULL","NULL","NULL","NULL","NULL","0.12","NULL","NULL","3"
"1255","1055","1579","652.0","3","3","27.0","11","3","NULL","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"1276","1055","1584","8172.0","3","3","16203.0","5","3","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1284","1055","1587","213000.0","3","3","12100.0","11","3","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1291","1055","1587","8900.0","3","3","104700.0","5","3","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"1301","1055","1810","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1310","1055","1812","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1321","1055","1824","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1324","1055","1827","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1342","1055","1875","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1350","1055","1881","114000.0","3","3","1920000.0","5","3","NULL","NULL","NULL","NULL","NULL","0.8","NULL","NULL","3"
"1351","1055","1881","41000.0","3","3","544000.0","5","3","NULL","NULL","NULL","NULL","NULL","0.4","NULL","NULL","3"
"1354","1055","1883","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1355","1055","1883","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1411","1055","437","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1412","1055","519","NULL","1","1","NULL","1","1","NULL","NULL","NULL","0.1","NULL","NULL","NULL","NULL","3"
"1421","1055","513","530000.0","9","3","4347.0","12","3","NULL","NULL","NULL","NULL","0.4","0.9","NULL","NULL","3"
"1489","1055","98","1977.0","3","2","28.0","33","3","5.7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1495","1055","162","3420000.0","3","3","70176.0","15","3","416013.0","NULL","NULL","NULL","NULL","3.4","NULL","NULL","3"
"1502","1055","127","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1601","1055","1509","NULL","1","3","673.0","2","1","34.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1606","1055","1543","NULL","1","3","999.0","2","1","48.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1619","1055","1636","NULL","1","3","650.0","2","1","33.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1708","1055","662","200000.0","3","3","33000.0","11","1","NULL","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"2198","1055","866","55000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.08","NULL","NULL","3"
"2534","1055","655","3261.0","1","3","15629.0","7","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2593","1055","699","31949.0","3","3","1.27","3","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2647","1055","1751","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2694","1055","1829","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2781","1055","653","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2819","1055","1527","NULL","1","3","2522.0","2","1","177.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2831","1055","784","NULL","1","3","892.0","2","1","62.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2834","1055","786","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2836","1055","786","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2853","1055","465","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2854","1055","466","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2952","1055","1190","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2964","1055","730","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2976","1055","734","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3023","1055","806","NULL","1","3","6789.0","2","1","399.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3029","1055","1508","NULL","1","1","24347.0","2","1","1802.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3059","1055","1676","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3062","1055","1677","NULL","1","3","169084.0","2","1","10301.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3065","1055","1679","NULL","1","3","22741.0","2","1","1683.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3095","1055","1306","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3112","1055","1433","20141.0","6","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","5.9","NULL","NULL","3"
"3113","1055","1434","6383.0","3","1","NULL","1","1","NULL","NULL","NULL","NULL","0.18","7.6","NULL","NULL","3"
"3115","1055","1436","7526.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","0.34","7.0","NULL","NULL","3"
"3116","1055","1437","8059.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","0.46","11.0","NULL","NULL","3"
"3119","1055","1546","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3121","1055","1547","1435.0","3","3","26.0","12","1","NULL","NULL","NULL","NULL","0.23","2.4","NULL","NULL","3"
"3123","1055","1549","9133.0","3","3","217.0","12","1","38.0","NULL","NULL","NULL","NULL","0.5","NULL","NULL","3"
"3142","1055","133","31959.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3156","1055","134","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3157","1055","134","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3376","1055","1983","21025.0","2","3","300370.0","1","1","89.0","NULL","NULL","NULL","0.8","2.61","NULL","NULL","3"
"3425","1055","149","48881.0","3","3","788400.0","5","1","536.0","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3427","1055","150","3600.0","3","3","36.0","12","1","7.0","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"3503","1055","605","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3579","1055","132","2326.0","3","3","50.0","15","1","77.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3584","1055","132","954.0","3","3","NULL","1","1","11.0","NULL","NULL","NULL","NULL","0.25","NULL","NULL","3"
"3586","1055","132","1183.0","3","3","14880.0","5","1","13.0","NULL","NULL","NULL","NULL","0.08","NULL","NULL","3"
"3589","1055","132","22080.0","3","3","277700.0","5","1","248.0","NULL","NULL","NULL","NULL","0.5","NULL","NULL","3"
"3613","1055","740","108000.0","3","3","360000.0","5","1","NULL","NULL","NULL","NULL","NULL","0.42","NULL","NULL","3"
"3617","1055","743","20000000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3633","1055","542","100000000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3644","1055","543","16530000.0","7","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3647","1055","543","112500000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3649","1055","545","75000000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3652","1055","545","17000000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3653","1055","545","2900000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3672","1055","1353","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3695","1055","1359","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3708","1055","1370","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3740","1055","1576","23688000.0","3","3","12500000.0","5","1","12927.0","NULL","NULL","NULL","NULL","0.3","NULL","NULL","3"
"3761","1055","764","NULL","1","1","11800.0","9","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3765","1055","1491","NULL","1","1","NULL","1","1","130.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3766","1055","549","1036000.0","7","3","560000.0","35","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3817","1055","1835","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3822","1055","1835","13106000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3824","1055","1835","2667000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3825","1055","1835","1000000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3826","1055","863","800000.0","3","3","5528.0","11","1","NULL","NULL","NULL","NULL","NULL","0.9","NULL","NULL","3"
"3827","1055","863","3600000.0","3","3","20000.0","11","1","NULL","NULL","NULL","NULL","NULL","4.2","NULL","NULL","3"
"3857","1055","1825","NULL","1","5","5.0","11","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3860","1055","1510","NULL","1","3","16388.0","2","1","1213.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3885","1055","166","1375.0","3","3","NULL","1","1","145.0","NULL","NULL","NULL","NULL","4.6","NULL","NULL","3"
"3892","1055","164","266.0","3","3","2000.0","7","1","5.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3899","1055","163","NULL","1","3","56.0","15","1","104.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3910","1055","161","37780.0","3","3","240.0","12","1","326.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3911","1055","161","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3914","1055","160","94640.0","3","3","2713.0","15","1","4159.0","NULL","NULL","NULL","NULL","1.58","NULL","NULL","3"
"3915","1055","160","45349.0","3","3","1909.0","15","1","1248.0","NULL","NULL","NULL","NULL","0.75","NULL","NULL","3"
"3927","1055","527","1022000.0","7","3","272000.0","23","1","NULL","NULL","NULL","NULL","0.3","0.0","NULL","NULL","3"
